"id","textfragment_id","textexpression_id"
4013,1907,5
4014,1908,5
4015,1909,5
4016,1910,5
4017,1911,5
4018,1912,5
4019,1913,5
4020,1914,5
4021,1915,5
4022,1916,5
4023,1917,5
4024,1918,5
4025,1919,5
4026,1920,5
4027,1921,5
4028,1922,5
4029,1923,5
4030,1924,5
4031,1925,5
4032,1926,5
4033,1927,5
4034,1928,5
4035,1929,5
4036,1930,5
4037,1931,5
4038,1932,5
4039,1933,5
4040,1934,5
4041,1935,5
4042,1936,5
4043,1937,5
4044,1938,5
4045,1939,5
4046,1940,5
4047,1941,5
4048,1942,5
4049,1943,5
4050,1944,5
4051,1945,5
4052,1946,5
4053,1947,5
4054,1948,5
4055,1949,5
4056,1950,5
4057,1951,5
4058,1952,5
4059,1953,5
4060,1954,5
4061,1955,5
4062,1956,5
4063,1957,5
4064,1958,5
4065,1959,5
4066,1960,5
4067,1961,5
4068,1962,5
4069,1963,5
4070,1964,5
4071,1965,5
4072,1966,5
4073,1967,5
4074,1968,5
4075,1969,5
4076,1970,5
4077,1971,5
4078,1972,5
4079,1973,5
4080,1974,5
4081,1975,5
4082,1976,5
4083,1977,5
4084,1978,5
4085,1979,5
4086,1980,5
4087,1981,5
4088,1982,5
4089,1983,5
4090,1984,5
4091,1985,5
4092,1986,5
4093,1987,5
4094,1988,5
4095,1989,5
4096,1990,5
4097,1991,5
4098,1992,5
4099,1993,5
4100,1994,5
4101,1995,5
4102,1996,5
4103,1997,5
4104,1998,5
4105,1999,5
4106,2000,5
4107,2001,5
4108,2002,5
4109,2003,5
4110,2004,5
4111,2005,5
4112,2006,5
4113,2007,5
4114,2008,5
4115,2009,5
4116,2010,5
4117,2011,5
4118,2012,5
4119,2013,5
4120,2014,5
4121,2015,5
4122,2016,5
4123,2017,5
4124,2018,5
4125,2019,5
4126,2020,5
4127,2021,5
4128,2022,5
4129,2023,5
4130,2024,5
4131,2025,5
4132,2026,5
4133,2027,5
4134,2028,5
4135,2029,5
4136,2030,5
4137,2031,5
4138,2032,5
4139,2033,5
4140,2034,5
4141,2035,5
4142,2036,5
4143,2037,5
4144,2038,5
4145,2039,5
4146,2040,5
4147,2041,5
4148,2042,5
4149,2043,5
4150,2044,5
4151,2045,5
4152,2046,5
4153,2047,5
4154,2048,5
4155,2049,5
4156,2050,5
4157,2051,5
4158,2052,5
4159,2053,5
4160,2054,5
4161,2055,5
4162,2056,5
4163,2057,5
4164,2058,5
4165,2059,5
4166,2060,5
4167,2061,5
4168,2062,5
4169,2063,5
4170,2064,5
4171,2065,5
4172,2066,5
4173,2067,5
4174,2068,5
4175,2069,5
4176,2070,5
4177,2071,5
4178,2072,5
4179,2073,5
4180,2074,5
4181,2075,5
4182,2076,5
4183,2077,5
4184,2078,5
4185,2079,5
4186,2080,5
4187,2081,5
4188,2082,5
4189,2083,5
4190,2084,5
4191,2085,5
4192,2086,5
4193,2087,5
4194,2088,5
4195,2089,5
4196,2090,5
4197,2091,5
4198,2092,5
4199,2093,5
4200,2094,5
4201,2095,5
4202,2096,5
4203,2097,5
4204,2098,5
4205,2099,5
4206,2100,5
4207,2101,5
4208,2102,5
4209,2103,5
4210,2104,5
