"id","created_at","updated_at","editedrecord","review","internal_notes","created_by_id","updated_by_id","author","title","pubyear","description","language_id"
3,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"","text_ogden.html",NULL,"",1
4,"2011-10-03 12:15:34","2011-10-03 12:15:34",0,0,"",NULL,NULL,"","text_pears.html",NULL,"",1
5,"2011-10-03 12:16:57","2011-10-03 12:16:57",0,0,"",NULL,NULL,"","text_german.html",NULL,"",2
