"id","textunit_id","textfragment_id"
3646,1015,2067
2595,1016,1016
3121,1016,1542
3647,1016,2068
2596,1017,1017
3122,1017,1543
3648,1017,2069
2597,1018,1018
3123,1018,1544
3649,1018,2070
2598,1019,1019
3124,1019,1545
3650,1019,2071
2599,1020,1020
3125,1020,1546
3651,1020,2072
2600,1021,1021
3126,1021,1547
3652,1021,2073
2601,1022,1022
3127,1022,1548
3653,1022,2074
2602,1023,1023
3128,1023,1549
3654,1023,2075
2603,1024,1024
3129,1024,1550
3655,1024,2076
2604,1025,1025
3130,1025,1551
3656,1025,2077
2605,1026,1026
3131,1026,1552
3657,1026,2078
2606,1027,1027
3132,1027,1553
3658,1027,2079
2607,1028,1028
3133,1028,1554
3659,1028,2080
2608,1029,1029
3134,1029,1555
3660,1029,2081
2609,1030,1030
3135,1030,1556
3661,1030,2082
2610,1031,1031
3136,1031,1557
3662,1031,2083
2611,1032,1032
3137,1032,1558
3663,1032,2084
2612,1033,1033
3138,1033,1559
3664,1033,2085
2613,1034,1034
3139,1034,1560
3665,1034,2086
2614,1035,1035
3140,1035,1561
3666,1035,2087
2615,1036,1036
3141,1036,1562
3667,1036,2088
2616,1037,1037
3142,1037,1563
3668,1037,2089
2617,1038,1038
3143,1038,1564
3669,1038,2090
2618,1039,1039
3144,1039,1565
3670,1039,2091
2619,1040,1040
3145,1040,1566
3671,1040,2092
2620,1041,1041
3146,1041,1567
3672,1041,2093
2621,1042,1042
3147,1042,1568
3673,1042,2094
2622,1043,1043
3148,1043,1569
3674,1043,2095
2623,1044,1044
3149,1044,1570
3675,1044,2096
2624,1045,1045
3150,1045,1571
3676,1045,2097
2625,1046,1046
3151,1046,1572
3677,1046,2098
2626,1047,1047
3152,1047,1573
3678,1047,2099
2627,1048,1048
3153,1048,1574
3679,1048,2100
2628,1049,1049
3154,1049,1575
3680,1049,2101
2629,1050,1050
3155,1050,1576
3681,1050,2102
2630,1051,1051
3156,1051,1577
3682,1051,2103
2631,1052,1052
3157,1052,1578
3683,1052,2104
